Date,Open,High,Low,Close,Volume,Market Cap
2017-01-20,0.162671,0.16680799999999998,0.145625,0.145625,"5,978","812,236"
2017-01-21,0.14570999999999998,0.236289,0.144554,0.17482899999999998,"12,872","727,753"
2017-01-22,0.174903,0.17808800000000002,0.123697,0.12806700000000001,526,"874,666"
2017-01-23,0.128182,0.15698299999999998,0.126968,0.154695,"6,921","641,762"
2017-01-24,0.15295899999999998,0.671748,0.13426400000000002,0.14297200000000002,"33,237","766,670"
2017-01-25,0.142849,0.313312,0.142811,0.15421700000000002,"14,945","716,763"
2017-01-26,0.154363,0.179255,0.147483,0.161915,"9,966","775,361"
2017-01-27,0.162051,0.242873,0.151854,0.16788,"24,828","814,864"
2017-01-28,0.167891,0.191118,0.167889,0.185115,"12,342","845,152"
2017-01-29,0.185211,0.191636,0.178,0.183409,"10,832","933,414"
2017-01-30,0.18354,0.21147399999999997,0.183411,0.201773,"25,986","926,047"
2017-01-31,0.2019,0.248894,0.192904,0.23447600000000002,"38,955","1,019,790"
2017-02-01,0.23460300000000003,0.625286,0.23433,0.380666,"70,857","1,186,290"
2017-02-02,0.376986,0.5100520000000001,0.37469600000000003,0.42451000000000005,"49,021","1,908,590"
2017-02-03,0.42436899999999994,0.616739,0.42325799999999997,0.513246,"104,851","2,151,070"
2017-02-04,0.513954,0.618865,0.511836,0.568446,"41,471","2,611,770"
2017-02-05,0.568783,0.594951,0.46519499999999997,0.46519499999999997,"22,814","2,893,950"
2017-02-06,0.465675,0.53186,0.445042,0.44700200000000007,"92,361","2,372,230"
2017-02-07,0.447859,0.516073,0.422868,0.4254,"65,544","2,343,170"
2017-02-08,0.42578900000000003,0.620504,0.42578900000000003,0.573734,"97,396","2,230,210"
2017-02-09,0.5746140000000001,0.6350859999999999,0.529744,0.566729,"40,765","3,013,100"
2017-02-10,0.567441,0.652978,0.546511,0.634202,"136,220","2,979,990"
2017-02-11,0.634346,0.728807,0.6217199999999999,0.702202,"73,165","3,335,540"
2017-02-12,0.7015520000000001,0.7246199999999999,0.693313,0.696708,"90,321","3,693,230"
2017-02-13,0.696483,0.718306,0.615641,0.711195,"100,391","3,670,810"
2017-02-14,0.711982,0.7447739999999999,0.665671,0.730306,"84,926","3,756,710"
2017-02-15,0.7315119999999999,0.748031,0.721461,0.725943,"84,565","3,864,230"
2017-02-16,0.726066,0.76264,0.725988,0.738451,"64,234","3,839,920"
2017-02-17,0.737502,0.765716,0.711911,0.7121350000000001,"73,305","3,905,080"
2017-02-18,0.7141770000000001,0.7706189999999999,0.712649,0.723435,"69,567","3,786,090"
2017-02-19,0.723668,0.7597550000000001,0.718855,0.722082,"17,807","3,840,990"
2017-02-20,0.722645,0.744402,0.718499,0.744051,"79,052","3,845,050"
2017-02-21,0.7435689999999999,0.7886810000000001,0.742046,0.7654880000000001,"46,477","3,968,830"
2017-02-22,0.765145,0.800321,0.663462,0.751017,"102,991","4,088,710"
2017-02-23,0.750903,0.8006260000000001,0.697684,0.716413,"104,601","4,018,590"
2017-02-24,0.720091,0.8337969999999999,0.7101270000000001,0.800726,"80,798","3,858,450"
2017-02-25,0.798545,0.821233,0.764979,0.779878,"96,943","4,283,810"
2017-02-26,0.7801710000000001,0.814878,0.7696029999999999,0.799392,"75,564","4,190,100"
2017-02-27,0.798417,0.8193239999999999,0.798143,0.804716,"71,439","4,292,460"
2017-02-28,0.805227,0.8315379999999999,0.797892,0.803977,"107,824","4,333,750"
2017-03-01,0.804026,0.847651,0.803913,0.8419620000000001,"94,260","4,332,560"
2017-03-02,0.843463,0.8675299999999999,0.833101,0.84983,"112,199","4,549,750"
2017-03-03,0.849622,0.897957,0.849622,0.874886,"133,898","4,588,430"
2017-03-04,0.87656,0.901431,0.848197,0.861036,"118,768","4,741,050"
2017-03-05,0.8604459999999999,0.890336,0.8543219999999999,0.87769,"99,353","4,658,870"
2017-03-06,0.8779319999999999,0.9483889999999999,0.877303,0.929657,"144,511","4,758,800"
2017-03-07,0.9299280000000001,0.965031,0.9025989999999999,0.9285559999999999,"112,631","5,046,350"
