Date,Open,High,Low,Close,Volume,Market Cap
2014-11-16,0.001032,0.00105,0.001032,0.001047,"35,871","1,032,480"
2014-11-17,0.001049,0.0010810000000000001,0.0008060000000000001,0.000872,"15,167","1,048,540"
2014-11-18,0.0008730000000000001,0.0009689999999999999,0.000796,0.000923,"7,360","872,518"
2014-11-19,0.0009199999999999999,0.0010400000000000001,0.000865,0.001011,"24,338","919,787"
2014-11-20,0.0010140000000000001,0.001075,0.0008869999999999999,0.0009570000000000001,"25,667","1,013,750"
2014-11-21,0.0009570000000000001,0.00112,0.000917,0.001083,"33,107","957,225"
2014-11-22,0.001094,0.001132,0.001038,0.001058,"21,775","1,094,110"
2014-11-23,0.0010400000000000001,0.001077,0.000992,0.001049,"21,887","1,039,580"
2014-11-24,0.001047,0.0010960000000000002,0.001008,0.001033,"16,256","1,047,350"
2014-11-25,0.001033,0.001073,0.000959,0.0009720000000000001,"10,102","1,032,800"
2014-11-26,0.000967,0.00099,0.0008449999999999999,0.000956,"19,877","967,064"
2014-11-27,0.0009630000000000001,0.0009630000000000001,0.000798,0.0008869999999999999,"16,208","963,113"
2014-11-28,0.000886,0.000942,0.000786,0.000909,"15,840","886,389"
2014-11-29,0.000909,0.0009279999999999999,0.000833,0.0009019999999999999,"16,557","908,687"
2014-11-30,0.000907,0.000947,0.000797,0.000867,"25,418","906,960"
2014-12-01,0.000867,0.000919,0.0008300000000000001,0.000891,"11,004","867,035"
2014-12-02,0.000886,0.000898,0.0008119999999999999,0.000842,"12,067","886,299"
2014-12-03,0.000843,0.0008759999999999999,0.0008089999999999999,0.000843,"10,695","843,343"
2014-12-04,0.0008449999999999999,0.000918,0.000794,0.00085,"20,114","844,732"
2014-12-05,0.000869,0.000869,0.000348,0.000688,"22,691","869,402"
2014-12-06,0.000705,0.000906,0.000541,0.000666,"33,036","704,765"
2014-12-07,0.0006889999999999999,0.000704,0.00041,0.000524,"37,417","689,461"
2014-12-08,0.000524,0.000661,0.000304,0.00043,"60,248","524,161"
2014-12-09,0.00043,0.00043099999999999996,0.000327,0.000334,"19,109","429,748"
2014-12-10,0.000333,0.000371,0.000256,0.00031600000000000004,"101,025","332,697"
2014-12-11,0.000308,0.000328,0.00025699999999999996,0.00025699999999999996,"31,947","308,504"
2014-12-12,0.00024700000000000004,0.000258,0.000199,0.000246,"76,892","247,042"
2014-12-13,0.00022999999999999998,0.000281,0.000229,0.000281,"11,665","230,370"
2014-12-14,0.00028199999999999997,0.000346,0.000275,0.000338,"12,667","281,747"
2014-12-15,0.00034700000000000003,0.00034700000000000003,0.000261,0.000261,"11,019","346,772"
2014-12-16,0.000261,0.000279,0.000225,0.00023199999999999997,"8,180","261,400"
2014-12-17,0.000239,0.000242,0.00020299999999999997,0.00022400000000000002,"6,967","238,626"
2014-12-18,0.00022400000000000002,0.000225,0.000195,0.00020899999999999998,"3,596","223,871"
2014-12-19,0.00020800000000000001,0.000212,0.00016299999999999998,0.000183,"7,933","208,510"
2014-12-20,0.000183,0.000234,0.000171,0.00022,"4,445","183,105"
2014-12-21,0.00022,0.00023199999999999997,0.000202,0.000205,"1,843","219,828"
2014-12-22,0.000205,0.000227,0.000182,0.000193,"7,173","205,505"
2014-12-23,0.000193,0.000202,0.00018700000000000002,0.000195,883,"192,934"
2014-12-24,0.000195,0.000207,0.000184,0.000184,612,"194,727"
2014-12-25,0.000184,0.000226,0.000181,0.00020899999999999998,"5,298","184,310"
2014-12-26,0.00020899999999999998,0.000227,0.000202,0.000202,"2,541","209,344"
2014-12-27,0.000204,0.000205,0.00018700000000000002,0.00018899999999999999,"1,992","204,294"
2014-12-28,0.00018899999999999999,0.00020800000000000001,0.000176,0.000206,"2,452","189,098"
2014-12-29,0.000207,0.00022400000000000002,0.00018999999999999998,0.0002,"1,990","206,532"
2014-12-30,0.0002,0.000202,0.000188,0.000196,"1,416","200,302"
2014-12-31,0.000198,0.000198,0.000171,0.000184,"2,255","197,869"
2015-01-01,0.000184,0.00020099999999999998,0.00018,0.00020099999999999998,612,"184,042"
2015-01-02,0.00020099999999999998,0.000202,0.000185,0.00018600000000000002,119,"201,023"
2015-01-03,0.00018600000000000002,0.00021600000000000002,0.000181,0.0002,"8,948","185,786"
2015-01-04,0.0002,0.00020800000000000001,0.000161,0.00016999999999999999,"4,772","200,188"
2015-01-05,0.000171,0.00017900000000000001,0.000171,0.000177,260,"170,584"
2015-01-06,0.000166,0.000178,0.000165,0.000177,"1,333","166,219"
2015-01-07,0.000177,0.00019099999999999998,0.000171,0.00018600000000000002,229,"177,397"
2015-01-08,0.00018600000000000002,0.000193,0.000178,0.000183,817,"186,105"
2015-01-09,0.000182,0.00018600000000000002,0.000168,0.000185,987,"182,070"
2015-01-10,0.000185,0.000185,0.00016299999999999998,0.000164,"1,086","185,316"
2015-01-11,0.000164,0.000182,0.00016299999999999998,0.000173,"1,110","164,059"
2015-01-12,0.000173,0.000184,0.000167,0.00016999999999999999,"3,673","173,027"
2015-01-13,0.00016999999999999999,0.00016999999999999999,0.000139,0.000143,"1,849","169,692"
2015-01-14,0.00014099999999999998,0.00014099999999999998,0.00010700000000000001,0.000124,"2,701","141,293"
2015-01-15,0.000124,0.000151,0.000124,0.000134,"1,018","123,600"
2015-01-16,0.000134,0.000149,0.000126,0.000133,313,"133,575"
2015-01-17,0.000133,0.00014099999999999998,0.000129,0.000138,68,"133,041"
2015-01-18,0.000138,0.000139,0.00011200000000000001,0.000123,972,"138,160"
2015-01-19,0.000123,0.000131,0.000123,0.000125,217,"123,117"
2015-01-20,0.000123,0.00013000000000000002,0.00011200000000000001,0.00013000000000000002,524,"123,404"
2015-01-21,0.00013000000000000002,0.00014199999999999998,0.00011399999999999999,0.000132,589,"129,923"
2015-01-22,0.000132,0.000143,0.000132,0.00013700000000000002,95,"132,341"
2015-01-23,0.000138,0.000151,0.00013000000000000002,0.000143,375,"137,555"
2015-01-24,0.000143,0.000149,0.00014,0.000149,171,"142,872"
2015-01-25,0.000148,0.000153,0.000139,0.00014199999999999998,238,"148,447"
2015-01-26,0.00014199999999999998,0.000192,0.00014199999999999998,0.000166,220,"142,426"
2015-01-27,0.000165,0.000167,0.000139,0.00014199999999999998,338,"165,488"
2015-01-28,0.00014199999999999998,0.000161,0.000134,0.000145,"4,417","142,263"
2015-01-29,0.000145,0.000146,0.00011899999999999999,0.00014199999999999998,511,"144,658"
2015-01-30,0.00014199999999999998,0.000143,0.000125,0.000138,99,"141,943"
2015-01-31,0.000138,0.000146,0.000135,0.00013700000000000002,"6,582","137,629"
2015-02-01,0.00013700000000000002,0.00013700000000000002,7.5e-05,0.000105,"2,266","136,622"
2015-02-02,0.000105,0.00011999999999999999,0.000105,0.000118,444,"105,002"
2015-02-03,0.000117,0.000135,0.00011399999999999999,0.00011599999999999999,276,"117,428"
2015-02-04,0.00011599999999999999,0.000135,9e-05,0.000125,935,"116,065"
2015-02-05,0.000125,0.000135,0.00011599999999999999,0.000123,609,"125,162"
2015-02-06,0.000123,0.000126,9.1e-05,9.6e-05,517,"123,076"
2015-02-07,9.6e-05,0.000118,9.6e-05,0.000105,411,"95,761"
2015-02-08,0.000105,0.000127,0.000102,0.000103,157,"105,086"
2015-02-09,0.000103,0.000109,9.6e-05,0.00010800000000000001,512,"103,190"
2015-02-10,0.00010800000000000001,0.00011200000000000001,9.499999999999999e-05,0.00011200000000000001,658,"107,972"
2015-02-11,0.00011200000000000001,0.000113,0.0001,0.00011,"1,249","111,656"
2015-02-12,0.00011,0.000118,9.9e-05,0.000118,455,"110,042"
2015-02-13,0.000118,0.000129,0.000109,0.00011200000000000001,523,"118,306"
2015-02-14,0.00011200000000000001,0.00014199999999999998,0.00011200000000000001,0.00014,398,"112,496"
2015-02-15,0.00014,0.00014199999999999998,0.00011399999999999999,0.000117,108,"140,328"
2015-02-16,0.000117,0.000127,0.000109,0.000117,549,"117,453"
2015-02-17,0.000117,0.000125,0.000113,0.00011399999999999999,18,"116,752"
2015-02-18,0.00011499999999999999,0.000128,0.000113,0.000125,38,"114,618"
2015-02-19,0.000125,0.000131,0.000118,0.00013000000000000002,"2,150","125,343"
2015-02-20,0.00013000000000000002,0.000133,0.000113,0.000117,392,"129,784"
2015-02-21,0.000117,0.000131,0.000117,0.000117,"3,988","117,045"
2015-02-22,0.000117,0.000123,0.000117,0.00011999999999999999,107,"117,426"
2015-02-23,0.00011999999999999999,0.000123,9.8e-05,9.8e-05,483,"120,404"
2015-02-24,9.8e-05,0.00011499999999999999,9.2e-05,9.499999999999999e-05,278,"98,027"
2015-02-25,9.6e-05,0.00011200000000000001,9.4e-05,9.499999999999999e-05,"2,938","95,594"
2015-02-26,9.499999999999999e-05,0.00011100000000000001,9e-05,9e-05,64,"94,973"
2015-02-27,9e-05,0.000133,9e-05,0.000132,413,"89,882"
2015-02-28,0.000132,0.000145,0.000113,0.000145,"1,460","132,045"
2015-03-01,0.000145,0.000145,0.00011599999999999999,0.000135,458,"145,002"
2015-03-02,0.000135,0.000138,0.000125,0.000132,150,"135,443"
2015-03-03,0.000132,0.000151,0.000132,0.000149,"1,017","132,078"
2015-03-04,0.000149,0.000151,0.000129,0.000131,225,"149,366"
2015-03-05,0.000131,0.000155,0.000129,0.000149,229,"130,972"
2015-03-06,0.000149,0.000156,0.000134,0.000145,"1,113","148,889"
2015-03-07,0.000144,0.000165,0.000139,0.00016299999999999998,"1,179","144,379"
2015-03-08,0.00016299999999999998,0.000171,0.000144,0.00016999999999999999,583,"163,167"
2015-03-09,0.00016999999999999999,0.000174,0.000154,0.00015900000000000002,991,"170,459"
2015-03-10,0.00015900000000000002,0.000168,0.000154,0.000155,"1,814","159,495"
2015-03-11,0.000155,0.00016299999999999998,0.000146,0.00016299999999999998,239,"154,578"
2015-03-12,0.00016299999999999998,0.00018,0.000161,0.000171,471,"162,944"
2015-03-13,0.000171,0.000271,0.000167,0.00023999999999999998,"7,259","170,666"
2015-03-14,0.000242,0.000279,0.000173,0.0002,"7,460","242,541"
2015-03-15,0.0002,0.00033999999999999997,0.0002,0.000245,"14,565","200,343"
2015-03-16,0.000245,0.000267,0.000204,0.000226,"3,427","245,329"
2015-03-17,0.000227,0.00022999999999999998,0.000176,0.000194,"6,065","226,633"
2015-03-18,0.000194,0.000196,0.000154,0.000156,"1,520","194,237"
2015-03-19,0.000156,0.000204,0.000152,0.000182,879,"156,420"
2015-03-20,0.000182,0.000207,0.00015800000000000002,0.00016,443,"182,503"
2015-03-21,0.00016,0.000204,0.00014,0.000169,"1,259","159,684"
2015-03-22,0.000169,0.000185,0.000169,0.000174,91,"169,102"
2015-03-23,0.000174,0.00020899999999999998,0.000166,0.00020800000000000001,"1,147","174,223"
2015-03-24,0.00020800000000000001,0.00021099999999999998,0.000172,0.000172,491,"208,019"
2015-03-25,0.000173,0.00020099999999999998,0.000156,0.000182,613,"173,322"
2015-03-26,0.000182,0.00020899999999999998,0.000154,0.000167,"1,767","182,343"
2015-03-27,0.000167,0.00018700000000000002,0.000153,0.000168,"10,563","166,631"
2015-03-28,0.000168,0.000202,0.000145,0.000192,"1,281","168,074"
2015-03-29,0.000192,0.000193,0.000169,0.00016999999999999999,365,"192,263"
2015-03-30,0.00016999999999999999,0.00018,0.00016299999999999998,0.000178,422,"170,113"
2015-03-31,0.000178,0.00020800000000000001,0.00016299999999999998,0.000207,"1,517","178,258"
2015-04-01,0.000207,0.000227,0.000192,0.000215,"1,625","207,592"
2015-04-02,0.000215,0.00025299999999999997,0.000197,0.000248,"1,465","215,277"
2015-04-03,0.000248,0.0003,0.000223,0.000297,"1,723","247,970"
2015-04-04,0.000297,0.000361,0.000273,0.000331,"2,608","297,641"
2015-04-05,0.000331,0.000455,0.000297,0.000386,"5,513","331,655"
