Date,Open,High,Low,Close,Volume,Market Cap
2014-06-28,0.000102,0.00010800000000000001,2.9999999999999997e-05,2.9999999999999997e-05,19,"9,857"
2014-06-29,2.9999999999999997e-05,0.000169,2.9999999999999997e-05,0.000169,23,"2,897"
2014-06-30,0.000169,0.000299,0.000102,0.000256,283,"16,501"
2014-07-01,0.000256,0.000362,0.000244,0.000301,400,"25,146"
2014-07-02,0.000301,0.00032599999999999996,0.000169,0.000169,109,"29,754"
2014-07-03,0.000325,0.00125,0.00018,0.000709,"1,019","32,256"
2014-07-04,0.0007099999999999999,0.001064,0.000291,0.0005679999999999999,830,"70,674"
2014-07-05,0.00040899999999999997,0.000601,0.000308,0.00037200000000000004,314,"40,962"
2014-07-06,0.000373,0.000942,0.000361,0.000388,194,"37,461"
2014-07-07,0.000388,0.000471,0.000352,0.000356,276,"39,246"
2014-07-08,0.00035499999999999996,0.00045,0.000306,0.00045,153,"36,086"
2014-07-09,0.00045,0.00045099999999999996,0.00044800000000000005,0.00045,159,"46,043"
2014-07-10,0.00045,0.00045099999999999996,0.00044100000000000004,0.00044400000000000006,157,"45,961"
2014-07-11,0.00044400000000000006,0.000455,0.000443,0.000455,161,"45,538"
2014-07-12,0.000455,0.000458,0.00045099999999999996,0.00045599999999999997,162,"46,661"
2014-07-13,0.00045700000000000005,0.00045700000000000005,0.00045,0.00045099999999999996,160,"46,834"
2014-07-14,0.00045099999999999996,0.000452,0.00044400000000000006,0.000446,158,"46,269"
2014-07-15,0.000446,0.00045,0.000446,0.00044800000000000005,158,"45,784"
2014-07-16,0.00044800000000000005,0.000449,0.000443,0.00044400000000000006,157,"45,933"
2014-07-17,0.00044400000000000006,0.00044500000000000003,0.00011599999999999999,0.000262,99,"45,529"
2014-07-18,0.000261,0.000264,0.000261,0.000264,100,"26,809"
2014-07-19,0.000264,0.000264,0.000262,0.000264,100,"27,102"
2014-07-20,0.000264,0.000264,0.000262,0.000262,100,"27,076"
2014-07-21,0.000262,0.000262,0.00026000000000000003,0.000261,99,"26,878"
2014-07-22,0.000261,0.000262,0.000261,0.000261,99,"26,805"
2014-07-23,0.000261,0.000262,0.00026000000000000003,0.00026000000000000003,99,"26,756"
2014-07-24,0.00026000000000000003,0.000261,0.00025,0.00025299999999999997,96,"26,686"
2014-07-25,0.00025299999999999997,0.00025499999999999996,0.000251,0.000252,96,"25,911"
2014-07-26,0.00025299999999999997,0.00025299999999999997,0.00024900000000000004,0.00025,95,"25,912"
2014-07-27,0.00025,0.000252,0.00024900000000000004,0.00024900000000000004,95,"25,659"
2014-07-28,0.00025,0.0008759999999999999,0.00024700000000000004,0.000293,"2,428","25,593"
2014-07-29,0.000433,0.0007610000000000001,0.000344,0.000731,780,"44,441"
2014-07-30,0.000754,0.001134,0.000633,0.0008449999999999999,"1,050","77,365"
2014-07-31,0.000687,0.001342,0.000604,0.0007740000000000001,"1,151","70,411"
2014-08-01,0.0007740000000000001,0.0009789999999999998,0.00031800000000000003,0.00042199999999999996,164,"79,362"
2014-08-02,0.00042199999999999996,0.0008460000000000001,0.000389,0.00056,303,"43,320"
2014-08-03,0.000559,0.000964,0.000393,0.000551,583,"57,379"
2014-08-04,0.000551,0.000587,0.000389,0.0004,386,"56,518"
